filepath,label,root,split
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug21_2.wav,minor,E,test
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug19_4.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug1_4.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug1_3.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug17_2.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug20_4.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug2_3.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug21_4.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug23_2.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug2_2.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug24_2.wav,minor,E,test
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug25_2.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug23_4.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug22_4.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug22_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug25_4.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug23_3.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug22_3.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug24_4.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug2_4.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug22_2.wav,minor,E,test
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug24_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug23_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug24_3.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug25_3.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug25_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug2_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug6_3.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug3_1.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug6_4.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug5_3.wav,minor,E,test
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug7_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug3_3.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug8_2.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug6_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug4_2.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug8_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug7_3.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug4_3.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug7_4.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug7_2.wav,minor,E,test
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug3_2.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug4_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug3_4.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug6_2.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug5_4.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug5_2.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug5_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug4_4.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Acustic_Miguel_2.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Acustic_Miguel_1.wav,minor,E,test
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Acustic_Miguel_4.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Classic3_Carolina_3.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Classic2_Carolina_4.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Classic3_Carolina_4.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug8_4.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_ClassicA_Miguel_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug9_4.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug9_3.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Classic3_Carolina_2.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_ClassicA_Miguel_2.wav,minor,E,test
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug9_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Classic2_Carolina_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Classic2_Carolina_2.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Acustic_Miguel_3.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Classic2_Carolina_3.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug8_3.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Classic3_Carolina_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_AcusticPlug9_2.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Classic_Simona_3.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_ClassicCleanGB_3.wav,minor,E,test
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Classic_Miguel_4.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_ClassicCleanGB_4.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_ClassicA_Miguel_4.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Classic_Miguel_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_ClassicCleanGB_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Classic_Jegundo_2.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_ClassicA_Miguel_3.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_ClassicCleanGB_2.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Classic_Jegundo_4.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Classic_Jegundo_3.wav,minor,E,test
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Classic_Jegundo_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Classic_Simona_2.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Classic_Miguel_3.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Classic_Miguel_2.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Classic_Simona_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_RockGB_JO_3.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_RetroGB_JO_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_RetroGB_JO_4.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_RootsGB_JO_4.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_RockGB_JO_1.wav,minor,E,test
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Electric_Fabi_4.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_RockGB_JO_4.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_RootsGB_JO_2.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_RetroGB_JO_3.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_RootsGB_JO_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_RetroGB_JO_2.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_RootsGB_JO_3.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_acousticguitar_Mari_1.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Electric_Fabi_2.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Electric_Fabi_1.wav,minor,E,test
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Classic_Simona_4.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_RockGB_JO_2.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_Electric_Fabi_3.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_acousticguitar_SalomCΓòá┬║Andrade_4.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_acousticguitar_SalomCΓòá┬║Andrade_3.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_classical_henrique_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_classical_AfonsoLemos_02.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_acousticguitar_Mari_2.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_classical_henrique_2.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_classical_AfonsoLemos_03.wav,minor,E,test
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_acousticguitar_SalomCΓòá┬║Andrade_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_acousticguitar_Mari_3.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_acusticBG_JO_2.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_classical_henrique_3.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_classical_henrique_4.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_electric_Isabel_2.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_classical_AfonsoLemos_01.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_acousticguitar_Mari_4.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_classical_AfonsoLemos_04.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_acousticguitar_SalomCΓòá┬║Andrade_2.wav,minor,E,test
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_electric_Isabel_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_acusticBG_JO_3.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_acusticBG_JO_4.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_acusticBG_JO_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_eletricguitar_Mari_1.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_eletricguitar_Mari_3.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_eletricguitar_Mari_2.wav,minor,E,train
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_electric_Isabel_3.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_electric_Isabel_4.wav,minor,E,val
/content/drive/MyDrive/chord_trainer/training/E_minor/Em_eletricguitar_Mari_4.wav,minor,E,test
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcousticGuitar_RodrigoMercador_1.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcousticGuitar_RodrigoMercador_2.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug10_4.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcousticGuitar_RodrigoMercador_3.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug10_1.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug10_3.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug10_2.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcousticGuitar_RodrigoMercador_4.wav,minor,D,val
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug15_1.wav,minor,D,val
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug14_3.wav,minor,D,test
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug11_3.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug12_4.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug14_2.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug15_4.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug13_2.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug14_1.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug11_1.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug15_2.wav,minor,D,val
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug12_1.wav,minor,D,val
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug15_3.wav,minor,D,test
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug11_4.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug11_2.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug13_4.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug13_3.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug14_4.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug12_3.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug13_1.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug12_2.wav,minor,D,val
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug17_4.wav,minor,D,val
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug19_4.wav,minor,D,test
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug20_2.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug16_2.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug19_3.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug19_1.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug1_4.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug18_2.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug17_3.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug17_2.wav,minor,D,val
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug1_2.wav,minor,D,val
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug18_1.wav,minor,D,test
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug20_1.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug19_2.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug1_3.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug18_4.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug16_1.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug1_1.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug18_3.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug16_3.wav,minor,D,val
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug16_4.wav,minor,D,val
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug17_1.wav,minor,D,test
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug24_2.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug20_3.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug20_4.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug22_1.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug23_4.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug21_3.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug25_1.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug24_1.wav,minor,D,val
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug25_2.wav,minor,D,val
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug21_4.wav,minor,D,test
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug22_4.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug25_4.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug23_3.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug23_1.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug25_3.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug21_1.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug23_2.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug22_3.wav,minor,D,val
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug22_2.wav,minor,D,val
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug21_2.wav,minor,D,test
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug24_3.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug24_4.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug2_1.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug4_2.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug3_4.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug5_3.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug4_3.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug2_2.wav,minor,D,val
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug4_1.wav,minor,D,val
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug6_1.wav,minor,D,test
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug5_4.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug2_3.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug5_1.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug5_2.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug6_3.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug3_3.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug4_4.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug2_4.wav,minor,D,val
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug3_1.wav,minor,D,val
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug3_2.wav,minor,D,test
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug6_2.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug8_3.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug7_2.wav,minor,D,train
/content/drive/MyDrive/chord_trainer/training/D_minor/Dm_AcusticPlug7_3.wav,minor,D,train
